year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year,next_observed_year,has_consecutive_next_year,label_temporally_valid,exclusion_reason,capacity_headroom_tbps,lit_to_design_ratio,lit_capacity_change_yoy,utilization_change_yoy,route_redundancy_change_yoy,fault_previous_year,fault_count_prior_3_calendar_years,years_since_previous_fault
2015,CAB0034,Intra-Asia,hyperscaler,2007,8,22,3485.0,9,None,458.9,301.7,35.7,0,25,53,0,28.6,none,0,0.0,2016.0,True,True,,157.2,0.6574417084332098,,,,,0,
2016,CAB0034,Intra-Asia,hyperscaler,2007,9,22,3485.0,9,None,458.9,357.0,43.0,0,25,59,0,30.2,none,0,0.0,2017.0,True,True,,101.89999999999998,0.7779472651993898,55.30000000000001,7.299999999999997,6.0,0.0,0,
2017,CAB0034,Intra-Asia,hyperscaler,2007,10,22,3485.0,9,None,458.9,370.3,51.2,0,25,60,0,31.7,none,0,0.0,2018.0,True,True,,88.59999999999997,0.8069296142950535,13.300000000000011,8.200000000000003,1.0,0.0,0,
2018,CAB0034,Intra-Asia,hyperscaler,2007,11,22,3485.0,9,None,458.9,397.2,31.5,0,25,62,0,33.3,none,0,0.0,2019.0,True,True,,61.69999999999999,0.865548049684027,26.899999999999977,-19.700000000000003,2.0,0.0,0,
2019,CAB0034,Intra-Asia,hyperscaler,2007,12,22,3485.0,9,None,458.9,420.1,45.2,0,25,64,0,34.9,none,0,0.0,2020.0,True,True,,38.799999999999955,0.9154499891043801,22.900000000000034,13.700000000000003,2.0,0.0,0,
2020,CAB0034,Intra-Asia,hyperscaler,2007,13,22,3485.0,9,None,458.9,458.9,48.0,0,25,66,0,36.5,none,0,0.0,2021.0,True,True,,0.0,1.0,38.799999999999955,2.799999999999997,2.0,0.0,0,
2021,CAB0034,Intra-Asia,hyperscaler,2007,14,22,3485.0,9,None,458.9,458.9,63.5,0,25,69,0,38.1,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,15.5,3.0,0.0,0,
2022,CAB0034,Intra-Asia,hyperscaler,2007,15,22,3485.0,9,None,458.9,458.9,59.8,0,25,70,0,39.7,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,-3.700000000000003,1.0,0.0,0,
2023,CAB0034,Intra-Asia,hyperscaler,2007,16,22,3485.0,9,None,458.9,458.9,41.7,0,25,70,0,41.3,none,0,1.0,2024.0,True,True,,0.0,1.0,0.0,-18.099999999999994,0.0,0.0,0,
2024,CAB0034,Intra-Asia,hyperscaler,2007,17,22,3485.0,9,None,458.9,458.9,100.0,0,25,75,0,42.9,fishing_anchor,1,1.0,2025.0,True,True,,0.0,1.0,0.0,58.3,5.0,0.0,0,
2025,CAB0034,Intra-Asia,hyperscaler,2007,18,22,3485.0,9,None,458.9,458.9,72.2,0,25,77,0,44.4,suspected_external,1,0.0,2026.0,True,True,,0.0,1.0,0.0,-27.799999999999997,2.0,1.0,1,1.0
2015,CAB0035,Indian-Ocean,carrier,1998,17,21,10679.0,7,None,168.0,168.0,86.1,0,25,31,1,62.7,none,0,0.0,2016.0,True,True,,0.0,1.0,,,,,0,
2016,CAB0035,Indian-Ocean,carrier,1998,18,21,10679.0,7,None,168.0,168.0,100.0,0,25,33,1,64.3,none,0,1.0,2017.0,True,True,,0.0,1.0,0.0,13.900000000000006,2.0,0.0,0,
2017,CAB0035,Indian-Ocean,carrier,1998,19,21,10679.0,7,None,168.0,168.0,77.8,0,25,33,1,65.9,fishing_anchor,1,0.0,2018.0,True,True,,0.0,1.0,0.0,-22.200000000000003,0.0,0.0,0,
2018,CAB0035,Indian-Ocean,carrier,1998,20,21,10679.0,7,None,168.0,168.0,78.4,0,25,35,1,67.5,none,0,1.0,2019.0,True,True,,0.0,1.0,0.0,0.6000000000000085,2.0,1.0,1,1.0
2019,CAB0035,Indian-Ocean,carrier,1998,21,21,10679.0,7,None,168.0,168.0,100.0,0,25,35,1,69.0,fishing_anchor,1,1.0,2020.0,True,True,,0.0,1.0,0.0,21.599999999999994,0.0,0.0,1,2.0
2020,CAB0035,Indian-Ocean,carrier,1998,22,21,10679.0,7,None,168.0,168.0,96.0,0,25,36,1,70.6,fishing_anchor,1,0.0,2021.0,True,True,,0.0,1.0,0.0,-4.0,1.0,1.0,2,1.0
2021,CAB0035,Indian-Ocean,carrier,1998,23,21,10679.0,7,None,168.0,168.0,51.4,0,25,39,1,72.2,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,-44.6,3.0,1.0,2,1.0
2022,CAB0035,Indian-Ocean,carrier,1998,24,21,10679.0,7,None,168.0,168.0,80.8,0,25,39,1,73.8,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,29.4,0.0,0.0,2,2.0
2023,CAB0035,Indian-Ocean,carrier,1998,25,21,10679.0,7,None,168.0,168.0,94.8,0,25,40,0,55.6,none,0,1.0,2024.0,True,True,,0.0,1.0,0.0,14.0,1.0,0.0,1,3.0
2025,CAB0036,Intra-Europe,carrier,2025,0,12,767.0,4,None,558.9,114.3,61.1,1,25,58,0,0.0,none,0,0.0,2026.0,True,True,,444.59999999999997,0.20450885668276972,,,,,0,
2015,CAB0037,Intra-Europe,hyperscaler,1998,17,2,2867.0,4,None,16.0,16.0,67.4,1,25,41,0,27.0,equipment,1,0.0,2016.0,True,True,,0.0,1.0,,,,,0,
2016,CAB0037,Intra-Europe,hyperscaler,1998,18,2,2867.0,4,None,16.0,16.0,99.3,1,25,42,0,28.6,none,0,0.0,2017.0,True,True,,0.0,1.0,0.0,31.89999999999999,1.0,1.0,1,1.0
2017,CAB0037,Intra-Europe,hyperscaler,1998,19,2,2867.0,4,None,16.0,16.0,90.0,1,25,44,0,30.2,none,0,0.0,2018.0,True,True,,0.0,1.0,0.0,-9.299999999999997,2.0,0.0,1,2.0
2018,CAB0037,Intra-Europe,hyperscaler,1998,20,2,2867.0,4,None,16.0,16.0,100.0,1,25,45,0,31.7,none,0,0.0,2019.0,True,True,,0.0,1.0,0.0,10.0,1.0,0.0,1,3.0
2019,CAB0037,Intra-Europe,hyperscaler,1998,21,2,2867.0,4,None,16.0,16.0,92.8,1,25,47,0,33.3,none,0,1.0,2020.0,True,True,,0.0,1.0,0.0,-7.200000000000003,2.0,0.0,0,4.0
2020,CAB0037,Intra-Europe,hyperscaler,1998,22,2,2867.0,4,None,16.0,16.0,100.0,1,25,49,0,34.9,fishing_anchor,1,0.0,2021.0,True,True,,0.0,1.0,0.0,7.200000000000003,2.0,0.0,0,5.0
2021,CAB0037,Intra-Europe,hyperscaler,1998,23,2,2867.0,4,None,16.0,16.0,100.0,1,25,49,0,36.5,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0
2022,CAB0037,Intra-Europe,hyperscaler,1998,24,2,2867.0,4,None,16.0,16.0,58.7,1,25,52,0,38.1,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,-41.3,3.0,0.0,1,2.0
2021,CAB0038,Trans-Pacific,hyperscaler,2021,0,34,14212.0,5,None,1389.1,290.8,41.6,0,25,43,0,15.9,none,0,0.0,2022.0,True,True,,1098.3,0.20934417968468794,,,,,0,
2022,CAB0038,Trans-Pacific,hyperscaler,2021,1,34,14212.0,5,None,1389.1,470.0,51.0,0,25,45,0,17.5,none,0,0.0,2023.0,True,True,,919.0999999999999,0.3383485710172054,179.2,9.399999999999999,2.0,0.0,0,
2023,CAB0038,Trans-Pacific,hyperscaler,2021,2,34,14212.0,5,None,1389.1,464.6,16.7,0,25,47,0,19.0,none,0,0.0,2024.0,True,True,,924.4999999999999,0.3344611619033907,-5.399999999999977,-34.3,2.0,0.0,0,
2024,CAB0038,Trans-Pacific,hyperscaler,2021,3,34,14212.0,5,None,1389.1,638.6,50.0,0,25,49,0,20.6,none,0,1.0,2025.0,True,True,,750.4999999999999,0.45972212223742,174.0,33.3,2.0,0.0,0,
2025,CAB0038,Trans-Pacific,hyperscaler,2021,4,34,14212.0,5,None,1389.1,659.5,42.5,0,25,50,0,22.2,fishing_anchor,1,0.0,2026.0,True,True,,729.5999999999999,0.4747678352890361,20.899999999999977,-7.5,1.0,0.0,0,
2021,CAB0039,Americas,consortium,2021,0,34,2280.0,3,None,1389.1,150.2,55.3,1,25,37,1,19.8,none,0,0.0,2022.0,True,True,,1238.8999999999999,0.10812756461017925,,,,,0,
2022,CAB0039,Americas,consortium,2021,1,34,2280.0,3,None,1389.1,432.6,14.5,1,25,37,1,21.4,none,0,0.0,2023.0,True,True,,956.4999999999999,0.31142466345115544,282.40000000000003,-40.8,0.0,0.0,0,
2023,CAB0039,Americas,consortium,2021,2,34,2280.0,3,None,1389.1,502.1,42.9,1,25,37,1,23.0,none,0,0.0,2024.0,True,True,,886.9999999999999,0.3614570585271039,69.5,28.4,0.0,0.0,0,
2024,CAB0039,Americas,consortium,2021,3,34,2280.0,3,None,1389.1,621.0,33.9,1,25,39,1,24.6,none,0,0.0,2025.0,True,True,,768.0999999999999,0.44705204808869053,118.89999999999998,-9.0,2.0,0.0,0,
2025,CAB0039,Americas,consortium,2021,4,34,2280.0,3,None,1389.1,764.1,45.9,1,25,39,1,26.2,none,0,0.0,2026.0,True,True,,624.9999999999999,0.5500683896047801,143.10000000000002,12.0,0.0,0.0,0,
2015,CAB0040,Americas,carrier,2002,13,4,8338.0,4,None,54.9,54.8,44.4,1,25,28,1,40.5,equipment,1,0.0,2016.0,True,True,,0.10000000000000142,0.9981785063752276,,,,,0,
2016,CAB0040,Americas,carrier,2002,14,4,8338.0,4,None,54.9,54.9,42.3,1,25,29,1,42.1,none,0,1.0,2017.0,True,True,,0.0,1.0,0.10000000000000142,-2.1000000000000014,1.0,1.0,1,1.0
2017,CAB0040,Americas,carrier,2002,15,4,8338.0,4,None,54.9,54.9,57.9,1,25,29,1,43.7,natural_hazard,1,0.0,2018.0,True,True,,0.0,1.0,0.0,15.600000000000001,0.0,0.0,1,2.0
2018,CAB0040,Americas,carrier,2002,16,4,8338.0,4,None,54.9,54.9,54.2,1,25,31,1,45.2,none,0,0.0,2019.0,True,True,,0.0,1.0,0.0,-3.6999999999999957,2.0,1.0,2,1.0
2019,CAB0040,Americas,carrier,2002,17,4,8338.0,4,None,54.9,54.9,89.5,1,25,32,1,46.8,none,0,1.0,2020.0,True,True,,0.0,1.0,0.0,35.3,1.0,0.0,1,2.0
2020,CAB0040,Americas,carrier,2002,18,4,8338.0,4,None,54.9,54.9,62.1,1,25,33,1,48.4,equipment,1,0.0,2021.0,True,True,,0.0,1.0,0.0,-27.4,1.0,0.0,1,3.0
2021,CAB0040,Americas,carrier,2002,19,4,8338.0,4,None,54.9,54.9,49.7,1,25,37,1,50.0,none,0,1.0,2022.0,True,True,,0.0,1.0,0.0,-12.399999999999999,4.0,1.0,1,1.0
2022,CAB0040,Americas,carrier,2002,20,4,8338.0,4,None,54.9,54.9,100.0,1,25,37,1,51.6,natural_hazard,1,0.0,2023.0,True,True,,0.0,1.0,0.0,50.3,0.0,0.0,1,2.0
2023,CAB0040,Americas,carrier,2002,21,4,8338.0,4,None,54.9,54.9,57.1,1,25,37,1,53.2,none,0,0.0,2024.0,True,True,,0.0,1.0,0.0,-42.9,0.0,1.0,2,1.0
2024,CAB0040,Americas,carrier,2002,22,4,8338.0,4,None,54.9,54.9,100.0,1,25,39,1,54.8,none,0,0.0,2025.0,True,True,,0.0,1.0,0.0,42.9,2.0,0.0,1,2.0
2025,CAB0040,Americas,carrier,2002,23,4,8338.0,4,None,54.9,54.9,70.0,1,25,39,1,56.3,none,0,0.0,2026.0,True,True,,0.0,1.0,0.0,-30.0,0.0,0.0,1,3.0
2019,CAB0041,Intra-Pacific-Islands,consortium,2019,0,10,207.0,7,None,380.0,99.9,36.1,1,25,35,1,19.8,none,0,0.0,2020.0,True,True,,280.1,0.2628947368421053,,,,,0,
2020,CAB0041,Intra-Pacific-Islands,consortium,2019,1,10,207.0,7,None,380.0,136.4,23.6,1,25,40,0,1.6,none,0,1.0,2021.0,True,True,,243.6,0.3589473684210526,36.5,-12.5,5.0,0.0,0,
2021,CAB0041,Intra-Pacific-Islands,consortium,2019,2,10,207.0,7,None,380.0,132.1,32.8,1,25,41,0,3.2,fishing_anchor,1,0.0,2022.0,True,True,,247.9,0.3476315789473684,-4.300000000000011,9.199999999999996,1.0,0.0,0,
2022,CAB0041,Intra-Pacific-Islands,consortium,2019,3,10,207.0,7,None,380.0,166.1,31.6,1,25,43,0,4.8,none,0,0.0,2023.0,True,True,,213.9,0.4371052631578947,34.0,-1.1999999999999957,2.0,1.0,1,1.0
2023,CAB0041,Intra-Pacific-Islands,consortium,2019,4,10,207.0,7,None,380.0,205.1,67.3,1,25,45,0,6.3,none,0,0.0,2024.0,True,True,,174.9,0.5397368421052632,39.0,35.699999999999996,2.0,0.0,1,2.0
2024,CAB0041,Intra-Pacific-Islands,consortium,2019,5,10,207.0,7,None,380.0,206.8,83.2,1,25,48,0,7.9,none,0,0.0,2025.0,True,True,,173.2,0.5442105263157895,1.700000000000017,15.900000000000006,3.0,0.0,1,3.0
2025,CAB0041,Intra-Pacific-Islands,consortium,2019,6,10,207.0,7,None,380.0,246.8,25.5,1,25,50,0,9.5,none,0,0.0,2026.0,True,True,,133.2,0.6494736842105263,40.0,-57.7,2.0,0.0,0,4.0
2015,CAB0042,Intra-Europe,carrier,2007,8,22,632.0,9,None,458.9,359.6,42.0,1,25,41,0,12.7,none,0,0.0,2016.0,True,True,,99.29999999999995,0.7836129875789933,,,,,0,
2016,CAB0042,Intra-Europe,carrier,2007,9,22,632.0,9,None,458.9,326.1,83.0,1,25,42,0,14.3,none,0,0.0,2017.0,True,True,,132.79999999999995,0.7106123338417957,-33.5,41.0,1.0,0.0,0,
2017,CAB0042,Intra-Europe,carrier,2007,10,22,632.0,9,None,458.9,352.7,66.1,1,25,44,0,15.9,none,0,0.0,2018.0,True,True,,106.19999999999999,0.7685770320331227,26.599999999999966,-16.900000000000006,2.0,0.0,0,
2018,CAB0042,Intra-Europe,carrier,2007,11,22,632.0,9,None,458.9,436.5,43.8,1,25,45,0,17.5,none,0,0.0,2019.0,True,True,,22.399999999999977,0.9511876225757246,83.80000000000001,-22.299999999999997,1.0,0.0,0,
2019,CAB0042,Intra-Europe,carrier,2007,12,22,632.0,9,None,458.9,458.9,41.0,1,25,47,0,19.0,none,0,0.0,2020.0,True,True,,0.0,1.0,22.399999999999977,-2.799999999999997,2.0,0.0,0,
2020,CAB0042,Intra-Europe,carrier,2007,13,22,632.0,9,None,458.9,434.2,82.4,1,25,49,0,20.6,none,0,0.0,2021.0,True,True,,24.69999999999999,0.9461756373937678,-24.69999999999999,41.400000000000006,2.0,0.0,0,
2021,CAB0042,Intra-Europe,carrier,2007,14,22,632.0,9,None,458.9,458.9,89.4,1,25,49,0,22.2,none,0,0.0,2022.0,True,True,,0.0,1.0,24.69999999999999,7.0,0.0,0.0,0,
2022,CAB0042,Intra-Europe,carrier,2007,15,22,632.0,9,None,458.9,458.9,88.1,1,25,52,0,23.8,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,-1.3000000000000114,3.0,0.0,0,
2023,CAB0042,Intra-Europe,carrier,2007,16,22,632.0,9,None,458.9,458.9,64.3,1,25,53,0,25.4,none,0,0.0,2024.0,True,True,,0.0,1.0,0.0,-23.799999999999997,1.0,0.0,0,
2024,CAB0042,Intra-Europe,carrier,2007,17,22,632.0,9,None,458.9,458.9,67.7,1,25,53,0,27.0,none,0,0.0,2025.0,True,True,,0.0,1.0,0.0,3.4000000000000057,0.0,0.0,0,
2025,CAB0042,Intra-Europe,carrier,2007,18,22,632.0,9,None,458.9,458.9,100.0,1,25,58,0,28.6,none,0,0.0,2026.0,True,True,,0.0,1.0,0.0,32.3,5.0,0.0,0,
2015,CAB0043,EMEA-Asia,hyperscaler,2004,11,6,18857.0,4,None,99.4,88.7,30.5,1,25,27,1,37.3,fishing_anchor,1,1.0,2016.0,True,True,,10.700000000000003,0.892354124748491,,,,,0,
2016,CAB0043,EMEA-Asia,hyperscaler,2004,12,6,18857.0,4,None,99.4,98.9,46.3,1,25,29,1,38.9,fishing_anchor,1,0.0,2017.0,True,True,,0.5,0.9949698189134809,10.200000000000003,15.799999999999997,2.0,1.0,1,1.0
2017,CAB0043,EMEA-Asia,hyperscaler,2004,13,6,18857.0,4,None,99.4,99.4,42.1,1,25,32,1,40.5,none,0,0.0,2018.0,True,True,,0.0,1.0,0.5,-4.199999999999996,3.0,1.0,2,1.0
2018,CAB0043,EMEA-Asia,hyperscaler,2004,14,6,18857.0,4,None,99.4,99.4,51.1,1,25,34,1,42.1,none,0,0.0,2019.0,True,True,,0.0,1.0,0.0,9.0,2.0,0.0,2,2.0
2019,CAB0043,EMEA-Asia,hyperscaler,2004,15,6,18857.0,4,None,99.4,99.4,69.8,1,25,37,1,43.7,none,0,0.0,2020.0,True,True,,0.0,1.0,0.0,18.699999999999996,3.0,0.0,1,3.0
2020,CAB0043,EMEA-Asia,hyperscaler,2004,16,6,18857.0,4,None,99.4,99.4,92.8,1,25,40,0,25.4,none,0,0.0,2021.0,True,True,,0.0,1.0,0.0,23.0,3.0,0.0,0,4.0
2021,CAB0043,EMEA-Asia,hyperscaler,2004,17,6,18857.0,4,None,99.4,99.4,65.2,1,25,44,0,27.0,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,-27.599999999999994,4.0,0.0,0,5.0
2022,CAB0043,EMEA-Asia,hyperscaler,2004,18,6,18857.0,4,None,99.4,99.4,39.8,1,25,45,0,28.6,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,-25.400000000000006,1.0,0.0,0,6.0
2023,CAB0043,EMEA-Asia,hyperscaler,2004,19,6,18857.0,4,None,99.4,99.4,40.1,1,25,47,0,30.2,none,0,0.0,2024.0,True,True,,0.0,1.0,0.0,0.30000000000000426,2.0,0.0,0,7.0
2024,CAB0043,EMEA-Asia,hyperscaler,2004,20,6,18857.0,4,None,99.4,99.4,80.3,1,25,48,0,31.7,none,0,0.0,2025.0,True,True,,0.0,1.0,0.0,40.199999999999996,1.0,0.0,0,8.0
2025,CAB0043,EMEA-Asia,hyperscaler,2004,21,6,18857.0,4,None,99.4,99.4,82.0,1,25,47,0,33.3,none,0,0.0,2026.0,True,True,,0.0,1.0,0.0,1.7000000000000028,-1.0,0.0,0,9.0
2025,CAB0044,Americas,consortium,2025,0,48,7140.0,4,None,2235.4,537.4,30.3,1,25,39,1,19.8,none,0,0.0,2026.0,True,True,,1698.0,0.24040440189675225,,,,,0,
2018,CAB0046,Trans-Atlantic,consortium,2018,0,7,6735.0,5,None,256.0,57.1,32.4,1,25,40,0,0.0,none,0,0.0,2019.0,True,True,,198.9,0.223046875,,,,,0,
2019,CAB0046,Trans-Atlantic,consortium,2018,1,7,6735.0,5,None,256.0,102.6,39.9,1,25,45,0,1.6,none,0,0.0,2020.0,True,True,,153.4,0.40078125,45.49999999999999,7.5,5.0,0.0,0,
2020,CAB0046,Trans-Atlantic,consortium,2018,2,7,6735.0,5,None,256.0,122.6,62.3,1,25,48,0,3.2,none,0,0.0,2021.0,True,True,,133.4,0.47890625,20.0,22.4,3.0,0.0,0,
2021,CAB0046,Trans-Atlantic,consortium,2018,3,7,6735.0,5,None,256.0,107.8,46.3,1,25,50,0,4.8,none,0,0.0,2022.0,True,True,,148.2,0.42109375,-14.799999999999997,-16.0,2.0,0.0,0,
2022,CAB0046,Trans-Atlantic,consortium,2018,4,7,6735.0,5,None,256.0,137.6,45.6,1,25,51,0,6.3,none,0,0.0,2023.0,True,True,,118.4,0.5375,29.799999999999997,-0.6999999999999957,1.0,0.0,0,
2023,CAB0046,Trans-Atlantic,consortium,2018,5,7,6735.0,5,None,256.0,145.1,52.0,1,25,54,0,7.9,none,0,0.0,2024.0,True,True,,110.9,0.566796875,7.5,6.399999999999999,3.0,0.0,0,
2024,CAB0046,Trans-Atlantic,consortium,2018,6,7,6735.0,5,None,256.0,158.5,35.0,1,25,58,0,9.5,none,0,0.0,2025.0,True,True,,97.5,0.619140625,13.400000000000006,-17.0,4.0,0.0,0,
2025,CAB0046,Trans-Atlantic,consortium,2018,7,7,6735.0,5,None,256.0,182.8,38.5,1,25,62,0,11.1,none,0,0.0,2026.0,True,True,,73.19999999999999,0.7140625,24.30000000000001,3.5,4.0,0.0,0,
2015,CAB0047,Trans-Pacific,consortium,2006,9,5,9094.0,6,None,97.1,74.4,64.2,1,25,35,1,34.1,none,0,0.0,2016.0,True,True,,22.69999999999999,0.7662203913491247,,,,,0,
2016,CAB0047,Trans-Pacific,consortium,2006,10,5,9094.0,6,None,97.1,81.5,58.2,1,25,37,1,35.7,none,0,0.0,2017.0,True,True,,15.599999999999994,0.839340885684861,7.099999999999994,-6.0,2.0,0.0,0,
2017,CAB0047,Trans-Pacific,consortium,2006,11,5,9094.0,6,None,97.1,77.0,98.5,1,25,38,1,37.3,none,0,0.0,2018.0,True,True,,20.099999999999994,0.7929969104016479,-4.5,40.3,1.0,0.0,0,
2018,CAB0047,Trans-Pacific,consortium,2006,12,5,9094.0,6,None,97.1,85.7,78.5,1,25,39,1,38.9,none,0,0.0,2019.0,True,True,,11.399999999999991,0.88259526261586,8.700000000000003,-20.0,1.0,0.0,0,
2019,CAB0047,Trans-Pacific,consortium,2006,13,5,9094.0,6,None,97.1,97.1,73.9,1,25,41,0,20.6,none,0,0.0,2020.0,True,True,,0.0,1.0,11.399999999999991,-4.599999999999994,2.0,0.0,0,
2020,CAB0047,Trans-Pacific,consortium,2006,14,5,9094.0,6,None,97.1,97.1,37.2,1,25,42,0,22.2,none,0,0.0,2021.0,True,True,,0.0,1.0,0.0,-36.7,1.0,0.0,0,
2021,CAB0047,Trans-Pacific,consortium,2006,15,5,9094.0,6,None,97.1,97.1,41.4,1,25,43,0,23.8,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,4.199999999999996,1.0,0.0,0,
2022,CAB0047,Trans-Pacific,consortium,2006,16,5,9094.0,6,None,97.1,97.1,83.9,1,25,45,0,25.4,none,0,0.0,2023.0,True,True,,0.0,1.0,0.0,42.50000000000001,2.0,0.0,0,
2023,CAB0047,Trans-Pacific,consortium,2006,17,5,9094.0,6,None,97.1,97.1,100.0,1,25,47,0,27.0,none,0,0.0,2024.0,True,True,,0.0,1.0,0.0,16.099999999999994,2.0,0.0,0,
2024,CAB0047,Trans-Pacific,consortium,2006,18,5,9094.0,6,None,97.1,97.1,100.0,1,25,49,0,28.6,none,0,0.0,2025.0,True,True,,0.0,1.0,0.0,0.0,2.0,0.0,0,
2025,CAB0047,Trans-Pacific,consortium,2006,19,5,9094.0,6,None,97.1,97.1,81.5,1,25,50,0,30.2,none,0,0.0,2026.0,True,True,,0.0,1.0,0.0,-18.5,1.0,0.0,0,
2015,CAB0048,Indian-Ocean,government,2002,13,11,12988.0,7,None,150.9,150.9,69.9,1,25,31,1,40.5,none,0,0.0,2016.0,True,True,,0.0,1.0,,,,,0,
2016,CAB0048,Indian-Ocean,government,2002,14,11,12988.0,7,None,150.9,150.9,37.5,1,25,33,1,42.1,none,0,0.0,2017.0,True,True,,0.0,1.0,0.0,-32.400000000000006,2.0,0.0,0,
2017,CAB0048,Indian-Ocean,government,2002,15,11,12988.0,7,None,150.9,150.9,51.0,1,25,33,1,43.7,none,0,0.0,2018.0,True,True,,0.0,1.0,0.0,13.5,0.0,0.0,0,
2018,CAB0048,Indian-Ocean,government,2002,16,11,12988.0,7,None,150.9,150.9,49.9,1,25,35,1,45.2,none,0,0.0,2019.0,True,True,,0.0,1.0,0.0,-1.1000000000000014,2.0,0.0,0,
2019,CAB0048,Indian-Ocean,government,2002,17,11,12988.0,7,None,150.9,150.9,100.0,1,25,35,1,46.8,none,0,1.0,2020.0,True,True,,0.0,1.0,0.0,50.1,0.0,0.0,0,
2020,CAB0048,Indian-Ocean,government,2002,18,11,12988.0,7,None,150.9,150.9,97.4,1,25,36,1,48.4,equipment,1,0.0,2021.0,True,True,,0.0,1.0,0.0,-2.5999999999999943,1.0,0.0,0,
2021,CAB0048,Indian-Ocean,government,2002,19,11,12988.0,7,None,150.9,150.9,100.0,1,25,39,1,50.0,none,0,0.0,2022.0,True,True,,0.0,1.0,0.0,2.5999999999999943,3.0,1.0,1,1.0
2022,CAB0048,Indian-Ocean,government,2002,20,11,12988.0,7,None,150.9,150.9,52.6,1,25,39,1,51.6,none,0,1.0,2023.0,True,True,,0.0,1.0,0.0,-47.4,0.0,0.0,1,2.0
2023,CAB0048,Indian-Ocean,government,2002,21,11,12988.0,7,None,150.9,150.9,70.5,1,25,40,0,33.3,fishing_anchor,1,0.0,2024.0,True,True,,0.0,1.0,0.0,17.9,1.0,0.0,1,3.0
2024,CAB0048,Indian-Ocean,government,2002,22,11,12988.0,7,None,150.9,150.9,64.6,1,25,41,0,34.9,none,0,0.0,2025.0,True,True,,0.0,1.0,0.0,-5.900000000000006,1.0,1.0,1,1.0
2025,CAB0048,Indian-Ocean,government,2002,23,11,12988.0,7,None,150.9,150.9,93.9,1,25,44,0,36.5,none,0,0.0,2026.0,True,True,,0.0,1.0,0.0,29.30000000000001,3.0,0.0,1,2.0
2015,CAB0049,Africa-Coastal,carrier,2011,4,6,3421.0,3,None,159.4,80.1,50.9,0,25,36,1,42.1,none,0,1.0,2016.0,True,True,,79.30000000000001,0.5025094102885821,,,,,0,
2016,CAB0049,Africa-Coastal,carrier,2011,5,6,3421.0,3,None,159.4,90.1,83.1,0,25,37,1,43.7,fishing_anchor,1,0.0,2017.0,True,True,,69.30000000000001,0.5652446675031367,10.0,32.199999999999996,1.0,0.0,0,
2017,CAB0049,Africa-Coastal,carrier,2011,6,6,3421.0,3,None,159.4,96.0,46.0,0,25,40,0,25.4,none,0,0.0,2018.0,True,True,,63.400000000000006,0.6022584692597239,5.900000000000006,-37.099999999999994,3.0,1.0,1,1.0
2018,CAB0049,Africa-Coastal,carrier,2011,7,6,3421.0,3,None,159.4,105.8,72.0,0,25,40,0,27.0,none,0,0.0,2019.0,True,True,,53.60000000000001,0.6637390213299874,9.799999999999997,26.0,0.0,0.0,1,2.0
2019,CAB0049,Africa-Coastal,carrier,2011,8,6,3421.0,3,None,159.4,124.1,96.7,0,25,42,0,28.6,none,0,0.0,2020.0,True,True,,35.30000000000001,0.7785445420326222,18.299999999999997,24.700000000000003,2.0,0.0,1,3.0
2020,CAB0049,Africa-Coastal,carrier,2011,9,6,3421.0,3,None,159.4,126.2,30.9,0,25,43,0,30.2,none,0,1.0,2021.0,True,True,,33.2,0.7917189460476788,2.1000000000000085,-65.80000000000001,1.0,0.0,0,4.0
2021,CAB0049,Africa-Coastal,carrier,2011,10,6,3421.0,3,None,159.4,147.6,68.0,0,25,44,0,31.7,fishing_anchor,1,1.0,2022.0,True,True,,11.800000000000011,0.9259723964868255,21.39999999999999,37.1,1.0,0.0,0,5.0
2022,CAB0049,Africa-Coastal,carrier,2011,11,6,3421.0,3,None,159.4,141.1,73.8,0,25,45,0,33.3,fishing_anchor,1,1.0,2023.0,True,True,,18.30000000000001,0.8851944792973651,-6.5,5.799999999999997,1.0,1.0,1,1.0
2023,CAB0049,Africa-Coastal,carrier,2011,12,6,3421.0,3,None,159.4,159.4,98.1,0,25,47,0,34.9,fishing_anchor,1,1.0,2024.0,True,True,,0.0,1.0,18.30000000000001,24.299999999999997,2.0,1.0,2,1.0
2024,CAB0049,Africa-Coastal,carrier,2011,13,6,3421.0,3,None,159.4,156.9,68.5,0,25,49,0,36.5,fishing_anchor,1,0.0,2025.0,True,True,,2.5,0.9843161856963614,-2.5,-29.599999999999994,2.0,1.0,3,1.0
